"","Labels","Text","Text_Tag"
"3316",5," in many the are because are away they into country are in ","foreign-policy,human-rights,labor,trade"
"3317",1," on supreme nominee sotomayor ","sotomayor-nomination,supreme-court"
"3318",5," ninety percent employers the state considered businesses ","congress,government-efficiency,government-regulation,small-business"
"3319",5," family to they 15 off income bill to he 35 off income ","taxes"
"3320",1," on of appointed ","energy,federal-budget,government-efficiency,nuclear,oil-spill,science"
"3321",0," marco is lobbyist ","candidates-biography"
"3322",2," never that peoples ","abortion,sexuality"
"3323",1," international is the in world the in country ","transportation"
"3324",3," georgia of states lose in and lost jobs ","jobs"
"3325",2," says obama and illegal ","crime,criminal-justice,immigration"
"3326",3," says democrats the administration doubledigit increases ","corporations,message-machine-2012,state-budget,taxes"
"3327",4," i considered a ","candidates-biography"
"3328",1," mitt says arizona law be for nation ","immigration"
"3329",5," individuals mental average 25 earlier those a ","health-care,medicaid"
"3330",0," floridas became bad because a in prices the of ","economy,florida,gas-prices,housing,oil-spill"
"3331",2," the financial will less 1 of which less the percent fix savings loan of ","bankruptcy,economy,federal-budget,financial-regulation,job-accomplishments,market-regulation"
"3332",0," for major overhaul georgia tax ","taxes"
"3333",1," the not armed is hundreds millions of for ","guns,homeland-security"
"3334",2," even national in home of island nearly in with adding than million the ","congress,environment,federal-budget,recreation"
"3335",5," six georgias have lawyers all ","legal-issues"
"3336",0," employees freedom make ","income,jobs,workers"
"3337",1," this watch much up you away ","crime"
"3338",1," the for are on ","afghanistan,foreign-policy,military,terrorism"
"3339",2," the bailout is on as worlds 1 ","economy,jobs"
"3340",1," martin was republican ","civil-rights,history"
"3341",3," rhode charter are as counterparts the ","children,education,states"
"3342",2," every day this 1000 are and vast of people are arent ","elections,immigration"
"3343",2," roy was georgia jobs ","economy,message-machine"
"3344",2," texas more state per than and ","state-budget,state-finances,workers"
"3345",1," is now ","environment,pundits"
"3346",2," the budget i i into became surplus ","federal-budget"
"3347",4," while for the has on national ","congress,public-health,terrorism"
"3348",1," every bill ever has had that were to constitutional of supreme or to ","abortion,human-rights,voting-record"
"3349",3," says brown to oil tax ","energy,voting-record"
"3350",2," the mortality is percent in with ","labor"
"3351",5," the of is the among for scores graduation ","education"
"3352",3," were spending percent our on infrastructure china india spending percent gdp back country ","infrastructure"
"3353",2," the class be to those income and ","income"
"3354",2," by of decade we on debt rise nearly trillion ","deficit,federal-budget"
"3355",3," fact no pick earn than no pick to state in 2 bad ","sports,taxes"
"3356",5," industry has its in last years people united government ","government-efficiency"
"3357",3," in i born were in my were there today are than ","animals,environment"
"3358",2," says in texas our rate still 10 percent ","economy,jobs"
"3359",3," thousands politicians across along employees friends still to on redistricting ","congress,elections,redistricting"
"3360",3," says romney committed wade he such that a as at of ","abortion,legal-issues"
"3361",2," says club him stop and on but won the are ","energy,environment"
"3362",0," if state for rail will nearly wisconsin ","jobs,transportation"
"3363",0," says toomey joe and veterans 2002 home voted every appropriations ","veterans"
"3364",0," says carolina called a idea ","health-care"
"3365",5," he never for on ownership ","guns"
"3366",1," in people arrested crimes ","marijuana"
"3367",2," under mitt ranked in creation ","economy,history,jobs,states"
"3368",3," the largest in all higher of and than major along border ","crime,immigration"
"3369",5," hes manufacturers was of he of like bans ","guns"
"3370",2," says did support october to wall ","federal-budget,financial-regulation,new-hampshire-2012"
"3371",1," said rep sent billion to and jobs in ","environment,message-machine,stimulus"
"3372",2," the drove gas ","economy,energy,foreign-policy"
"3373",3," the budget says 10 from if a whos for you have pay more you today ","medicare"
"3374",0," says york bureaucrats you you even a ","city-government,government-regulation,public-health"
"3375",1," the gap blacks in united is than wealth was south ","income,wealth"
"3376",0," chris cut pay women it ","income,jobs,labor,women,workers"
"3377",0," to recent budget report obamacare million will ","federal-budget,health-care,public-health"
"3378",3," we indiana the rating the ","candidates-biography,debt,deficit,economy,history,job-accomplishments,state-budget,state-finances,states"
"3379",2," kaine billion tax from time entered governors until time left ","state-budget,taxes"
"3380",3," cancer africa fully with education vaccines ","foreign-policy,health-care,public-health"
"3381",1," a of redistricting in 2 accept from and be from commission ","elections,legal-issues,redistricting"
"3382",3," making colleges universities that in all the used in united ","education,history"
"3383",3," a majority nra supported on background ","guns"
"3384",2," today 40 of are without background ","criminal-justice,guns"
"3385",2," the have field to zero ","campaign-finance,elections,job-accomplishments"
"3386",1," social is ponzi ","social-security"
"3387",2," says voted obama percent the ","voting-record"
"3388",0," in alcohol the factor teen deaths ","public-safety"
"3389",1," the majority refugees men for ","foreign-policy,immigration"
"3390",2," the leader the said goal this is to the ","bipartisanship,economy"
"3391",0," rick increased at state and by ","education,state-budget"
"3392",1," our and of guard been to food to themselves ","hunger,immigration,poverty"
"3393",5," says walkers on are restrictive any president recent ","abortion,candidates-biography,civil-rights,legal-issues,women"
"3394",4," the is it in is daily the states ","children,hunger,poverty"
"3395",4," up two ago mccain a of now me him he changed ","immigration"
"3396",0," of white shows of ","diversity,women"
"3397",1," the proposal rep ryan would companies you and you ","corrections-and-updates,federal-budget,health-care,medicare"
"3398",5," of four this within margin have in ","elections"
"3399",4," michelle ordered worth and at new ","candidates-biography"
"3400",3," says gingrich is of ","elections,immigration,message-machine-2012"
"3401",1," i into our rate texas 65 i two ago was percent ","corrections-and-updates,health-care,public-health"
